Date,Close
5/27/2025 16:00:00,119.52
5/28/2025 16:00:00,116.74
5/29/2025 16:00:00,117.18
5/30/2025 16:00:00,113.84
6/2/2025 16:00:00,114.75
6/3/2025 16:00:00,114.97
6/4/2025 16:00:00,119.45
6/5/2025 16:00:00,119.96
6/6/2025 16:00:00,119.38
6/9/2025 16:00:00,121.48
6/10/2025 16:00:00,121.88
6/11/2025 16:00:00,120.33
6/12/2025 16:00:00,116.62
6/13/2025 16:00:00,112.87
6/16/2025 16:00:00,115.96
6/17/2025 16:00:00,115.03
6/18/2025 16:00:00,113.49
6/20/2025 16:00:00,113.01
6/23/2025 16:00:00,113.09
6/24/2025 16:00:00,117.01
6/25/2025 16:00:00,114.55
6/26/2025 16:00:00,113.93
6/27/2025 16:00:00,114.08
6/30/2025 16:00:00,113.41
7/1/2025 16:00:00,113.97
7/2/2025 16:00:00,110.71
7/3/2025 13:00:00,108.7
7/7/2025 16:00:00,106.27
7/8/2025 16:00:00,107.99
7/9/2025 16:00:00,103.83
7/10/2025 16:00:00,106.64
7/11/2025 16:00:00,106.72
7/14/2025 16:00:00,108.22
7/15/2025 16:00:00,116.97
7/16/2025 16:00:00,115.73
7/17/2025 16:00:00,117.3
7/18/2025 16:00:00,120.23
7/21/2025 16:00:00,120.27
7/22/2025 16:00:00,120.71
7/23/2025 16:00:00,122.58
7/24/2025 16:00:00,121.15
7/25/2025 16:00:00,120.03
7/28/2025 16:00:00,122.15
7/29/2025 16:00:00,119.36
7/30/2025 16:00:00,117.38
7/31/2025 16:00:00,120.63
8/1/2025 16:00:00,117.07
8/4/2025 16:00:00,117.5
8/5/2025 16:00:00,117.04
8/6/2025 16:00:00,120.86
8/7/2025 16:00:00,120.96
8/8/2025 16:00:00,120.36
8/11/2025 16:00:00,118.64
8/12/2025 16:00:00,122.42
8/13/2025 16:00:00,126.86
8/14/2025 16:00:00,122.28
8/15/2025 16:00:00,121.26
8/18/2025 16:00:00,121.4
8/19/2025 16:00:00,119.99
8/20/2025 16:00:00,119.49
8/21/2025 16:00:00,118.09
8/22/2025 16:00:00,122.94
8/25/2025 16:00:00,124.35
8/26/2025 16:00:00,124.19
8/27/2025 16:00:00,122.23
8/28/2025 16:00:00,119.57
8/29/2025 16:00:00,135
9/2/2025 16:00:00,138.55
9/3/2025 16:00:00,136.45
9/4/2025 16:00:00,130.92
9/5/2025 16:00:00,135.58
9/8/2025 16:00:00,141.2
9/9/2025 16:00:00,147.1
9/10/2025 16:00:00,143.93
9/11/2025 16:00:00,155.44
9/12/2025 16:00:00,155.06
9/15/2025 16:00:00,158.04
9/16/2025 16:00:00,162.21
9/17/2025 16:00:00,166.17
9/18/2025 16:00:00,162.48
9/19/2025 16:00:00,162.81
9/22/2025 16:00:00,164.25
9/23/2025 16:00:00,163.08
9/24/2025 16:00:00,176.44
9/25/2025 16:00:00,175.47
9/26/2025 16:00:00,171.91
9/29/2025 16:00:00,179.9
9/30/2025 16:00:00,178.73
10/1/2025 16:00:00,182.78
10/2/2025 16:00:00,189.34
10/3/2025 16:00:00,188.03
10/6/2025 16:00:00,187.22
10/7/2025 16:00:00,181.33
10/8/2025 16:00:00,181.12
10/9/2025 16:00:00,173.68
10/10/2025 16:00:00,159.01
10/13/2025 16:00:00,166.81
10/14/2025 16:00:00,162.86
10/15/2025 16:00:00,165.91
10/16/2025 16:00:00,165.09
10/17/2025 16:00:00,167.05
10/20/2025 16:00:00,173.47
